name,overall rank,overall score,academic reputation rank,academic reputation score,employer reputation rank,employer reputation score,faculty student rank,faculty student score,citations per faculty rank,citations per faculty score,international faculty rank,international faculty score,international students rank,international students score,international Research Network rank,international Research Network score,employment outcomes rank,employment outcomes score,sustainability rank,sustainability score
"Macquarie University (Sydney, Australia)",195,44.2,275,30.9,182,48.9,601+,13.6,126,74.6,158,93,114,88.9,193,88.3,226,53.9,n/a,n/a
Université catholique de Louvain (UCLouvain),196,44.2,156,49.7,220,43,601+,5.4,194,61.7,177,89.4,358,38.4,173,89.6,258,49.1,n/a,n/a
Keio University,197,44.1,154,50.3,48,91.9,258,60.3,601+,6.6,601+,10.6,601+,12.4,601+,46,90,83.7,n/a,n/a
Ulsan National Institute of Science and Technology (UNIST),198,44.1,501+,11.8,501+,7.4,138,79.8,11,99.9,413,38.3,601+,12,601+,31.7,601+,14.9,n/a,n/a
Vanderbilt University,199,43.9,329,25.9,424,22.2,9,100,361,38.5,412,38.7,429,30,271,83,207,56.1,n/a,n/a
Technische Universität Dresden,200,43.6,226,37.4,258,37,89,89.1,601+,14.9,392,42.9,383,36,90,94.2,601+,9.9,n/a,n/a
Rheinische Friedrich-Wilhelms-Universität Bonn,201,43.3,150,51.3,501+,16.9,199,68.1,601+,15.1,344,51.9,416,32.1,116,92.4,533,22.8,n/a,n/a
National Yang Ming Chiao Tung University,202,43.2,243,34.8,87,74.6,314,50.3,290,46.2,533,23.8,501,22.3,601+,42.8,242,51.3,n/a,n/a
Universiti Teknologi Malaysia,203,43,186,44.5,143,55.9,335,46.3,446,28.6,601+,12,168,77.2,272,82.9,601+,13.1,n/a,n/a
University of Lausanne,204,43,281,30.6,501+,16.8,355,43.5,197,61,69,99.9,242,59.1,288,82,231,53.4,n/a,n/a
Dartmouth College,205,42.8,447,19.2,369,25.9,222,65.2,81,86.7,601+,5.7,409,32.8,601+,53.7,38,96.7,n/a,n/a
Waseda University,206,42.8,121,58.7,27,96.5,558,27.2,601+,4.4,494,28.4,390,35.2,525,63.5,127,72.2,n/a,n/a
University of Bergen,207,42.7,253,33.8,501+,8.1,159,76,347,41.1,193,86.6,601+,8,198,87.9,554,21.7,n/a,n/a
Erasmus University Rotterdam,208,42.6,239,35.6,202,47,539,28.3,232,54.9,208,83.2,269,53.2,209,87.1,206,56.1,n/a,n/a
Qatar University,209,42.6,349,24.4,293,33.2,248,61.1,378,36.9,19,100,84,94.8,159,90.1,601+,1.1,n/a,n/a
Universidade Estadual de Campinas (Unicamp),210,42.5,93,68.7,298,32.7,601+,11.6,317,43.2,601+,8.1,601+,3.2,257,84.1,601+,13.4,n/a,n/a
Universite libre de Bruxelles,211,42.5,248,34.3,168,50.4,601+,4.1,159,67.8,127,96.6,132,86.3,284,82.2,253,49.6,n/a,n/a
Tongji University,212,42.4,254,33.2,501+,10,563,26.6,75,87.5,281,66.2,386,35.8,448,71,478,25.9,n/a,n/a
University of Twente,213,42.4,418,20.2,266,36.3,419,37,158,67.9,99,98.8,107,90.7,280,82.5,601+,9.2,n/a,n/a
Vrije Universiteit Amsterdam,214,42.3,214,39.7,501+,12.6,512,30,150,70,285,64.6,402,33.5,166,89.8,601+,19,n/a,n/a
Universidad Autónoma de Madrid,215,42.2,119,59,145,55.5,414,37.3,547,20.8,601+,9,601+,14.7,179,89.3,527,23,n/a,n/a
University of Göttingen,216,42.2,158,49.3,433,21.5,229,64.1,576,18.7,359,48.4,484,23.6,111,92.7,601+,15.4,n/a,n/a
Harbin Institute of Technology,217,42,320,26.6,501+,8.9,313,50.5,35,96.5,601+,9.5,601+,7.8,513,64.7,601+,15.4,n/a,n/a
University of Otago,218,42,172,47.1,282,34.3,601+,12.5,250,51.4,38,100,394,34.5,362,77,254,49.3,n/a,n/a
Arizona State University,219,41.8,173,46.7,233,40.2,601+,8.2,201,59.9,270,67.7,372,37.1,156,90.2,382,33.4,n/a,n/a
Universidad de los Andes,220,41.6,108,62.9,33,95,601+,19.5,601+,6.1,469,30.5,601+,1.8,601+,56.9,159,66.1,n/a,n/a
University of Aberdeen,221,41.6,301,28.3,269,36,458,33.5,257,50.6,140,94.8,62,97.6,205,87.4,601+,19,n/a,n/a
Queensland University of Technology (QUT),222,41.5,217,39.5,234,40,601+,7.7,177,65.1,118,97.5,335,41.4,162,90,547,22.1,n/a,n/a
The Hebrew University of Jerusalem,223,41.5,242,34.8,403,23.8,144,78.8,445,28.7,291,63.7,601+,7.1,404,74.6,74,89.3,n/a,n/a
Chulalongkorn University,224,41.4,104,65.1,116,63.8,446,34.6,601+,6.2,601+,9.6,601+,2.8,390,75.1,47,93.6,n/a,n/a
National Cheng Kung University (NCKU),225,41.4,171,47.2,91,71.9,386,40.7,525,22.2,502,27.8,494,22.9,601+,51.4,601+,17.9,n/a,n/a
Complutense University of Madrid,226,41.2,90,69.2,138,57.4,601+,22.3,601+,10.2,601+,5.7,601+,15.1,51,96.4,154,67,n/a,n/a
Southern University of Science and Technology (SUSTech),227,41.2,501+,7.8,501+,1.7,50,97.7,107,80.9,416,38.2,601+,1.7,601+,56.9,601+,4.2,n/a,n/a
Universität Hamburg,228,40.7,152,50.8,465,19.8,601+,16,208,58.9,390,43.3,524,21.1,106,93.2,370,34.4,n/a,n/a
University of Reading,229,40.4,255,33.2,333,29.1,601+,20.9,229,55,153,93.3,139,83.9,150,90.4,424,29.6,n/a,n/a
Bauman Moscow State Technical University,230,40.3,311,27.2,171,50.2,16,100,601+,1.4,425,37.3,337,41.2,601+,8.6,601+,16.5,n/a,n/a
Gadjah Mada University,231,40.2,160,49.1,149,55.1,243,62.3,601+,1.6,409,39.2,601+,2,601+,28.8,358,36.2,n/a,n/a
Radboud University,232,40,288,29.9,501+,13.5,548,27.6,102,82.4,261,69.8,547,19.4,141,90.9,601+,6.5,n/a,n/a
Queen's University Belfast,233,39.9,266,31.7,347,27.6,448,34.5,374,37.3,86,99.3,46,99,71,95.1,601+,11.4,n/a,n/a
Universitat Pompeu Fabra (Barcelona),234,39.9,278,30.8,364,26.2,601+,9.9,60,91.5,274,67.3,502,22.2,342,78.4,240,51.4,n/a,n/a
Bandung Institute of Technology (ITB),235,39.5,189,43.7,152,54.3,244,62.2,601+,2.3,279,66.6,601+,3.1,601+,21.5,313,41.6,n/a,n/a
"University of California, Irvine",236,39.5,213,39.7,492,18.4,601+,12.9,200,59.9,251,72,206,69.1,231,85.8,601+,11.6,n/a,n/a
King Saud University,237,39.4,245,34.5,501+,13.1,252,60.8,438,29.3,105,98.6,487,23.3,103,93.4,93,83.4,n/a,n/a
University of Cape Town,238,39.4,190,43.6,166,50.7,601+,15.7,302,44.6,302,62.1,426,30.1,64,95.5,53,92.8,n/a,n/a
University of Ottawa,239,39.4,330,25.9,242,38.8,601+,4.4,110,80.3,171,90.5,196,70.8,146,90.7,601+,10.8,n/a,n/a
USI - Università della Svizzera italiana,240,39.2,501+,5.3,501+,4.6,109,85,283,47.2,23,100,9,100,601+,38.5,183,61.7,n/a,n/a
University of Sussex,241,39.2,355,23.9,501+,6.8,601+,16.2,109,80.5,125,96.9,101,92.5,227,85.9,340,38,n/a,n/a
University of Calgary,242,39,237,36.1,167,50.5,601+,21.2,334,41.9,218,80.6,265,54.2,236,85.2,366,35.3,n/a,n/a
Universidad Nacional de Colombia,243,38.9,98,67.5,41,93.4,601+,6.1,601+,3.6,601+,7.2,601+,1.5,583,58.6,357,36.3,n/a,n/a
University of Notre Dame,244,38.9,321,26.6,216,44.2,247,61.5,281,47.3,540,23.5,601+,15.2,402,74.8,120,74.8,n/a,n/a
Università di Padova,245,38.9,134,56.2,321,30.4,601+,9.3,247,51.9,601+,11.5,601+,7.1,100,93.4,601+,10.5,n/a,n/a
Queen's University at Kingston,246,38.8,220,38.6,99,69,601+,6.1,264,49.6,256,70.3,403,33.2,353,77.6,122,74.1,n/a,n/a
Yeshiva University,247,38.8,501+,2.6,501+,3.7,108,85.5,21,98.5,n/a,n/a,601+,8.9,601+,42.2,505,24.1,n/a,n/a
Universitas Indonesia,248,38.7,168,47.5,120,62.4,344,44.9,601+,1.9,248,72.7,601+,4.7,601+,40.3,360,35.8,n/a,n/a
Université Paris Cité,249,38.7,244,34.7,501+,6.8,601+,11.9,59,91.5,571,21,318,43.5,7,99.4,601+,2.5,n/a,n/a
Indian Institute of Technology Madras (IITM),250,38.6,222,38,134,58.3,550,27.6,213,58.3,601+,2.8,601+,1.4,601+,41.4,118,76.1,n/a,n/a
Vrije Universiteit Brussel (VUB),251,38.5,366,22.7,501+,16.1,156,76.2,505,23.8,163,92.1,234,60.5,143,90.8,237,52,n/a,n/a
American University of Beirut (AUB),252,38.4,312,27.2,228,40.7,246,62.1,561,20,237,74.9,229,61.8,414,73.8,22,99,n/a,n/a
University of Massachusetts Amherst,253,38.3,204,40.7,501+,16.8,601+,13.7,175,65.3,283,65.2,498,22.6,301,81.1,244,50.9,n/a,n/a
University of Navarra,254,38.3,291,29.4,109,66.4,263,59.7,601+,15.1,552,22.4,194,71.8,405,74.6,439,28.8,n/a,n/a
University of Virginia,255,38.3,240,35.2,254,37.5,253,60.7,381,36.5,601+,6.7,601+,10.9,242,84.9,99,81.5,n/a,n/a
Loughborough University,256,38.1,289,29.9,111,65.9,601+,22.2,371,37.7,205,84.3,221,63.7,195,88.2,481,25.6,n/a,n/a
Mahidol University,257,38.1,208,40.5,222,42.7,142,79.3,601+,5.2,601+,5.7,601+,4.4,579,59.2,601+,8.3,n/a,n/a
Universiti Brunei Darussalam (UBD),258,38.1,451,19.1,501+,9.8,56,96.5,601+,8.5,43,100,217,65.4,601+,36.4,601+,1,n/a,n/a
Sciences Po,259,38,456,18.7,307,31.9,67,93.6,601+,3.3,324,56.8,52,98.6,601+,26.3,55,92.6,n/a,n/a
Novosibirsk State University,260,37.9,308,27.3,501+,15.9,65,94,601+,15.7,601+,7.3,247,58,601+,52.3,491,24.9,n/a,n/a
Tel Aviv University,261,37.9,258,32.7,479,19.2,601+,4.2,13,99.7,448,34,601+,5.5,292,81.9,66,90.7,n/a,n/a
Beijing Normal University,262,37.8,235,36.3,501+,6.4,546,27.7,122,76.4,601+,7.9,465,25.3,462,69.8,601+,17.5,n/a,n/a
The University of Arizona,263,37.8,216,39.6,420,22.4,201,67.6,533,21.5,576,20.5,601+,13.5,38,97,321,40.7,n/a,n/a
Indian Institute of Technology Kanpur (IITK),264,37.6,259,32.6,179,49.3,601+,17.4,114,79,601+,2.3,601+,1.2,601+,25.9,124,73.8,n/a,n/a
Tomsk State University,265,37.6,364,22.9,501+,11.2,32,99.6,601+,6.3,524,25.1,96,93.1,472,68.6,601+,4.1,n/a,n/a
Deakin University.,266,37.5,306,27.6,318,30.7,601+,4.7,165,66.8,114,97.8,155,80.5,235,85.3,437,28.8,n/a,n/a
Moscow Institute of Physics and Technology (MIPT / Moscow Phystech),267,37.3,435,19.7,419,22.5,49,97.9,601+,16,455,32.7,286,51,601+,43.1,277,45.6,n/a,n/a
Rutgers University–New Brunswick,268,37.3,224,37.6,276,35.6,306,51.3,472,26.3,553,22.4,378,36.5,144,90.8,601+,15.5,n/a,n/a
Sun Yat-sen University,269,37.3,246,34.4,300,32.5,298,52.6,292,46,601+,2.9,601+,5,377,75.7,601+,17.7,n/a,n/a
Indian Institute of Technology Kharagpur (IIT-KGP),270,37.2,285,30.2,185,48.3,601+,13,85,86.4,601+,3.7,601+,1.1,601+,52.4,166,65.6,n/a,n/a
Kyung Hee University,271,37.2,344,24.9,239,39,107,85.7,601+,13.3,601+,15.3,279,52.4,530,63.1,601+,10.2,n/a,n/a
University of Galway,272,37.2,322,26.4,313,31.6,183,70.7,601+,13.5,165,91.3,363,37.9,376,75.7,332,39.3,n/a,n/a
Saint Petersburg State University,273,37.2,198,41.8,337,28.8,197,68.5,601+,6.1,601+,5.9,313,44.2,312,80.7,112,78.9,n/a,n/a
University of Porto,274,37.1,206,40.7,404,23.8,601+,12.8,139,71.4,601+,7.4,523,21.3,41,96.9,211,55.4,n/a,n/a
Technical University of Darmstadt,275,36.9,400,20.8,241,38.8,601+,6.1,106,81.4,295,63.6,174,76.5,285,82.2,346,37.5,n/a,n/a
Victoria University of Wellington,276,36.9,183,44.8,324,30.1,601+,10.5,424,30.9,82,99.4,292,50.2,463,69.7,175,63.6,n/a,n/a
L.N. Gumilyov Eurasian National University (ENU),277,36.8,338,25.1,249,37.8,42,98.8,601+,1.4,358,48.8,601+,7,601+,14.3,601+,11.4,n/a,n/a
Maastricht University,278,36.7,379,21.8,428,22.1,601+,14.9,185,63.1,97,98.9,16,100,311,80.8,148,68.3,n/a,n/a
University of Leicester,279,36.6,375,22.2,501+,14.9,346,44.6,324,42.7,209,82.9,115,88.7,232,85.7,601+,15.5,n/a,n/a
University of Antwerp,280,36.5,368,22.7,501+,12.6,283,55.2,300,44.8,198,85.3,396,34.2,99,93.4,251,49.9,n/a,n/a
Georgetown University,281,36.3,270,31.2,213,44.6,281,55.4,458,27.3,601+,10.5,332,41.7,594,57.9,41,96,n/a,n/a
Heriot-Watt University,282,36.3,501+,14.9,327,29.6,601+,21.3,173,65.8,62,100,82,94.9,519,64.3,394,31.9,n/a,n/a
Hong Kong Baptist University,283,36.3,495,17,501+,12.8,310,50.9,354,39.6,112,98,10,100,601+,30.4,463,26.9,n/a,n/a
Graz University of Technology,284,36.1,501+,13.5,501+,7.6,39,99.1,601+,15.7,234,75.6,231,61.2,573,59.7,323,40.7,n/a,n/a
Taylor's University,285,36.1,387,21.5,70,80,284,55.1,601+,6.6,395,42.4,64,97.5,601+,34.9,450,28,n/a,n/a
UCSI University,286,36.1,407,20.5,151,54.9,207,67.1,601+,2.8,249,72.5,98,92.7,601+,21.4,121,74.3,n/a,n/a
University of Warsaw,287,36.1,162,48.9,117,63.3,402,38.4,601+,7.1,601+,8.6,601+,9.3,346,78,191,59.3,n/a,n/a
University of Canterbury | Te Whare Wānanga o Waitaha,287,36.2,218,38.9,237,39.6,601+,11.3,411,33.2,106,98.5,275,52.7,486,67.6,225,54,n/a,n/a
Belarusian State University,288,36,350,24.2,236,39.7,54,96.8,601+,1.3,601+,3.4,303,48.2,601+,46.2,417,29.9,n/a,n/a
Charles University,289,36,181,45.3,280,34.9,378,41.3,601+,10.7,532,23.9,283,51.6,59,96,314,41.5,n/a,n/a
Gwangju Institute of Science and Technology (GIST),290,36,501+,14.5,501+,6.6,397,39.2,6,100,557,22.1,601+,8.8,601+,34.5,601+,13.7,n/a,n/a
University of Turku,291,35.8,297,28.8,305,32.1,259,60.3,382,36.3,505,27.3,601+,4.9,192,88.4,447,28.3,n/a,n/a
Massey University,292,35.7,292,29.3,481,19.1,413,37.4,518,22.6,108,98.3,32,99.7,258,84.1,392,32.5,n/a,n/a
Jagiellonian University,293,35.6,221,38,150,55.1,240,62.6,601+,6.6,601+,5,601+,11.9,274,82.8,384,33,n/a,n/a
University of Tasmania,294,35.6,501+,16.5,501+,7.5,601+,14.5,91,85.4,304,61.9,43,99.4,234,85.5,525,23.1,n/a,n/a
RUDN University,295,35.5,434,19.7,289,33.9,73,92.7,601+,1.8,601+,9.7,97,93,332,79.1,601+,8.7,n/a,n/a
Swinburne University of Technology,296,35.4,501+,13,501+,16.4,601+,12.2,77,87,113,97.8,191,72.2,367,76.6,601+,18.1,n/a,n/a
United Arab Emirates University,297,35.4,323,26.3,263,36.6,265,59.4,601+,11.5,14,100,360,38.2,453,70.8,81,86.8,n/a,n/a
University of Miami,298,35.4,367,22.7,303,32.1,182,70.8,548,20.8,278,66.9,468,25.3,297,81.7,247,50.3,n/a,n/a
University of Tartu,299,35.4,331,25.8,501+,10.7,91,88.9,601+,14.3,405,40,476,24.2,197,88,107,79.6,n/a,n/a
Griffith University,300,35.2,324,26.1,501+,16.6,601+,7.6,136,71.7,70,99.9,342,40.5,163,90,460,27,n/a,n/a
Université Paris 1 Panthéon-Sorbonne,301,35.2,106,64,274,35.7,601+,4.7,601+,3.4,437,35.5,293,49.9,420,73.4,393,32.2,n/a,n/a
Xi’an Jiaotong University,302,35.1,380,21.8,165,50.7,601+,22.2,108,80.7,601+,6.7,601+,4.3,407,74.4,434,29,n/a,n/a
University College Cork,303,35,295,29,246,38.1,424,36.7,479,25.9,143,94.6,324,42.6,370,76.3,386,32.8,n/a,n/a
University of Macau,304,34.9,501+,9.5,501+,9.8,601+,16.4,97,84,21,100,57,98.2,601+,49.2,123,73.8,n/a,n/a
University of Surrey,305,34.7,413,20.4,345,28.1,601+,21.5,265,49.6,116,97.7,110,89.7,287,82.1,568,21,n/a,n/a
Huazhong University of Science and Technology,306,34.6,391,21.3,232,40.2,601+,10.5,40,96,601+,6.2,601+,4.9,394,75,577,20.5,n/a,n/a
Tianjin University,307,34.4,469,18.3,501+,4.3,499,31.2,57,92,601+,16.3,543,19.6,464,69.5,409,30.6,n/a,n/a
Dalhousie University,308,34.3,465,18.5,436,21.2,601+,14.2,182,63.8,61,100,156,80.5,296,81.7,601+,18.4,n/a,n/a
HSE University,309,34.3,315,26.9,299,32.6,74,92.6,601+,1.9,601+,7.8,576,17.2,455,70.6,482,25.5,n/a,n/a
National Research Nuclear University MEPhI (Moscow Engineering Physics Institute),310,34.3,501+,9.2,501+,11.3,38,99.2,601+,11.8,340,52.9,113,89.1,601+,42.7,396,31.7,n/a,n/a
Universität Innsbruck,311,34.3,429,19.8,501+,5.3,218,65.7,601+,12.8,63,100,27,99.9,304,81,266,47.4,n/a,n/a
North Carolina State University,312,34.1,293,29.2,415,23,601+,11.3,156,68.3,292,63.7,601+,16,334,79,398,31.3,n/a,n/a
Tufts University,313,34.1,470,18.3,501+,7.2,217,65.7,273,48.2,475,30.1,407,32.9,349,77.9,94,83.1,n/a,n/a
University of Tsukuba,315,34.1,252,33.9,501+,17.5,231,63.5,572,19.2,601+,15,457,26.5,557,61,601+,13,n/a,n/a
La Trobe University,316,33.9,401,20.8,442,20.9,601+,6.4,192,61.9,144,94.5,42,99.4,302,81.1,601+,11.4,n/a,n/a
University of Colorado Boulder,317,33.8,229,37,501+,13.5,372,41.8,379,36.8,473,30.2,601+,5.8,172,89.6,267,47.2,n/a,n/a
University of Illinois at Chicago (UIC),318,33.8,197,42,306,31.9,435,35.6,467,26.4,601+,10.1,601+,15.4,167,89.8,312,41.6,n/a,n/a
Université Grenoble Alpes,319,33.8,192,43.3,501+,12.5,601+,8.3,252,51.1,518,25.7,364,37.8,32,97.4,601+,13.3,n/a,n/a
Linköping University,320,33.7,430,19.8,376,25.6,475,32.5,231,55,239,74.7,380,36.2,185,89,545,22.3,n/a,n/a
Universidad Carlos III de Madrid (UC3M),321,33.7,271,31,184,48.4,272,57.1,601+,5.3,372,46.4,430,29.5,510,65,601+,11.7,n/a,n/a
Kazan (Volga region) Federal University,322,33.4,402,20.8,501+,7.6,81,91.4,601+,3.2,601+,11.1,95,93.1,313,80.7,601+,12.9,n/a,n/a
Pontificia Universidad Católica Argentina,323,33.3,410,20.4,218,43.3,25,99.8,601+,1.1,601+,2.3,601+,7.4,601+,8.5,472,26.1,n/a,n/a
University of Milan,324,33.2,155,49.8,501+,15,601+,5.4,272,48.5,601+,9,601+,7.1,191,88.4,601+,16.5,n/a,n/a
Politecnico di Torino,325,33.1,232,36.6,196,47.3,601+,2.5,236,54,601+,3.3,331,41.8,444,71.3,601+,15.5,n/a,n/a
University of Strathclyde,326,33.1,328,25.9,224,41.8,601+,18.8,409,33.4,156,93.1,216,65.8,322,80,483,25.5,n/a,n/a
National Taiwan University of Science and Technology (Taiwan Tech),327,33,332,25.6,252,37.6,300,52.6,489,25.1,511,26.6,348,39.9,601+,34.4,245,50.8,n/a,n/a
Goethe-University Frankfurt am Main,328,32.9,179,45.4,338,28.6,564,26.4,601+,15.6,418,37.9,451,27.5,95,93.7,601+,7.6,n/a,n/a
Simon Fraser University,329,32.9,343,24.9,435,21.2,601+,5.4,244,52.5,150,93.8,119,88.3,380,75.6,493,24.9,n/a,n/a
Aalborg University,330,32.5,428,19.8,344,28.1,452,34.2,277,47.8,246,73.2,428,30,153,90.3,502,24.3,n/a,n/a
University of Waikato,331,32.3,466,18.4,501+,13,601+,12,214,58.2,91,99.1,116,88.7,601+,56.8,221,54.2,n/a,n/a
National Taiwan Normal University,332,32.2,257,32.7,489,18.6,198,68.3,601+,6.3,601+,14.8,445,28.1,601+,25.2,601+,17.2,n/a,n/a
Universidade Federal do Rio de Janeiro,333,32.1,123,58.1,379,25.3,601+,19.3,601+,8.9,601+,9.2,601+,1.6,363,77,235,52.2,n/a,n/a
National University of Sciences And Technology (NUST) Islamabad,334,32,474,18.2,104,67.7,154,77,601+,9.6,601+,3,601+,5.7,601+,55.5,601+,14.6,n/a,n/a
University of Cologne,335,31.9,231,36.7,317,31,589,24.8,483,25.6,380,44.6,405,33,168,89.7,457,27.5,n/a,n/a
University of Lisbon,336,31.9,195,42.5,447,20.5,601+,12.3,364,38.2,601+,10,330,41.9,72,95.1,212,55.4,n/a,n/a
Ural Federal University - UrFU,337,31.9,386,21.6,501+,14,60,96.1,601+,2.1,601+,5.5,377,36.6,360,77.2,601+,7.2,n/a,n/a
Hiroshima University,338,31.8,372,22.4,501+,13,99,87.2,601+,10.3,582,20.1,581,17,601+,57.2,601+,4.9,n/a,n/a
Indiana University Bloomington,339,31.7,233,36.6,363,26.3,534,28.4,436,29.4,389,43.3,601+,11.8,210,87.1,174,63.8,n/a,n/a
Friedrich-Alexander-Universität Erlangen-Nürnberg,340,31.6,361,23.3,501+,13.1,601+,2.6,88,85.8,450,33.7,437,28.8,129,91.5,601+,12,n/a,n/a
Universiti Teknologi Brunei,341,31.6,501+,12,501+,7,61,95.1,601+,7.6,93,99,601+,8.6,601+,11.7,601+,1,n/a,n/a
University of East Anglia (UEA),342,31.5,463,18.6,501+,10.8,601+,21.5,202,59.7,226,77.7,261,54.7,175,89.5,601+,12.3,n/a,n/a
"Birkbeck, University of London",343,31.4,501+,11.2,501+,3.2,601+,13.1,148,70.1,119,97.5,58,98.1,601+,50.5,601+,8.6,n/a,n/a
Universitat Politècnica de Catalunya · BarcelonaTech (UPC),344,31.4,261,32.5,372,25.8,341,45.1,495,24.7,601+,12.7,510,21.8,181,89.2,601+,18.9,n/a,n/a
MGIMO University,345,31.3,501+,12.5,389,24.6,18,100,601+,1.4,601+,15.8,278,52.4,601+,1.5,46,93.9,n/a,n/a
Ewha Womans University,346,31.2,360,23.4,427,22.2,141,79.4,601+,9.1,601+,8.3,453,27.3,601+,33.2,601+,15.8,n/a,n/a
IE University,347,31.1,501+,6.7,192,47.6,210,66.6,601+,2.6,159,92.9,5,100,601+,6,150,67.9,n/a,n/a
University of Jyväskylä,348,31.1,498,16.9,501+,15.4,118,83.6,570,19.3,410,39.1,601+,3.1,335,79,601+,6.3,n/a,n/a
University of Southern Denmark (SDU),349,31.1,445,19.3,445,20.6,440,35.2,306,44.5,211,82.4,497,22.7,279,82.5,563,21.1,n/a,n/a
Johannes Kepler University Linz,350,31,501+,11.4,501+,11,140,79.5,562,20,206,84.2,499,22.4,536,62.7,562,21.1,n/a,n/a
University of Connecticut,351,31,501+,15.5,501+,10.7,601+,11.5,99,82.8,262,69,474,24.4,213,86.9,362,35.5,n/a,n/a
Norwegian University of Science And Technology,352,30.9,251,33.9,356,27,577,25.5,487,25.1,229,76.6,601+,11.4,61,95.8,264,47.9,n/a,n/a
Universität Jena,353,30.9,468,18.4,501+,3.3,21,99.9,601+,9.2,n/a,n/a,479,24,202,87.7,601+,8.1,n/a,n/a
University of Dundee,354,30.8,454,18.9,501+,15,436,35.5,428,30.1,95,99,203,69.8,597,57.9,601+,11.8,n/a,n/a
Beijing Institute of Technology,355,30.7,403,20.7,501+,15,409,37.7,178,64.3,601+,3.4,601+,4.7,528,63.4,601+,14.5,n/a,n/a
"City, University of London",356,30.7,405,20.6,486,18.7,601+,8.6,308,44.3,121,97.3,39,99.5,488,67.6,308,42.3,n/a,n/a
Universität Stuttgart,357,30.7,352,24.1,397,24.2,601+,5.7,170,65.8,429,36.7,305,47.3,308,80.9,446,28.3,n/a,n/a
"University of Chemistry and Technology, Prague",358,30.6,501+,6.5,501+,7.9,29,99.7,601+,13,495,28.3,230,61.2,601+,35.2,290,44.1,n/a,n/a
ITMO University,359,30.5,501+,11.9,501+,15.5,59,96.2,601+,7.3,543,23.1,322,42.8,550,61.7,601+,4.2,n/a,n/a
University of Victoria (UVic),360,30.5,494,17.1,501+,9.8,601+,3.6,135,71.9,167,91.2,246,58.2,523,63.8,601+,10.4,n/a,n/a
Universiti Teknologi PETRONAS (UTP),361,30.4,501+,16.4,326,29.8,487,31.8,294,46,200,85.2,556,18.4,504,65.5,601+,10.6,n/a,n/a
George Washington University,362,30.3,310,27.2,334,29,495,31.3,415,32.6,408,39.2,415,32.1,223,86.1,157,66.6,n/a,n/a
Kobe University,363,30.2,309,27.3,270,35.9,228,64.1,601+,9.3,601+,8.6,601+,9.2,601+,45.1,601+,12.9,n/a,n/a
Pontificia Universidad Catolica del Peru,364,30.2,188,43.8,118,63.2,545,27.7,601+,1.8,601+,4.3,601+,1.5,601+,34.5,260,48.9,n/a,n/a
Quaid-i-Azam University,365,30.2,501+,15.4,245,38.4,601+,2.6,41,95.8,601+,3.8,601+,2.6,578,59.2,601+,16.6,n/a,n/a
University of South Australia,366,30.2,383,21.7,501+,12.7,601+,20.8,365,38.2,67,99.9,218,65.2,373,76,601+,19.1,n/a,n/a
Virginia Polytechnic Institute and State University,367,30.2,299,28.5,375,25.6,601+,20,362,38.5,267,68.4,554,18.5,259,84.1,445,28.5,n/a,n/a
Lincoln University,368,30.1,501+,7.5,501+,5.9,352,43.7,358,39.1,47,100,75,95.5,601+,20.8,48,93.6,n/a,n/a
Airlangga University,369,29.9,277,30.8,125,60.9,322,48.3,601+,1.3,514,26,601+,3,601+,14.5,601+,10,n/a,n/a
American University of Sharjah,370,29.9,457,18.7,272,35.8,565,26.2,593,17.3,2,100,6,100,601+,30.2,109,79.3,n/a,n/a
Indian Institute of Technology Roorkee (IITR),371,29.9,501+,16,402,23.9,601+,9.6,47,94.5,601+,1.1,601+,2.5,601+,35.6,601+,18.4,n/a,n/a
Umea University,372,29.9,426,20,501+,11.5,152,77.1,598,17,521,25.7,601+,10.6,282,82.4,601+,6.2,n/a,n/a
Universidade Nova de Lisboa,373,29.9,298,28.7,448,20.5,585,25,391,35,538,23.6,232,60.8,190,88.4,548,22.1,n/a,n/a
University of Kansas,374,29.9,501+,14.9,501+,16.1,134,80.5,601+,11.2,263,68.9,601+,8.2,307,80.9,524,23.1,n/a,n/a
Ulm University,375,29.8,501+,7.6,501+,3.2,133,80.6,398,34.4,394,42.7,492,23,561,60.7,601+,7.5,n/a,n/a
"University of California, Santa Cruz",376,29.8,462,18.6,501+,5,601+,8,105,81.4,296,63.5,601+,13.4,564,60.5,601+,15.4,n/a,n/a
University of Kent,377,29.8,472,18.2,501+,6.4,601+,16.6,255,50.7,126,96.7,209,68.4,465,69.5,388,32.7,n/a,n/a
Czech Technical University in Prague,378,29.7,427,19.9,292,33.2,194,68.9,601+,4.9,536,23.7,306,47.3,392,75,601+,8.7,n/a,n/a
Nankai University,379,29.7,393,21.2,501+,5,533,28.7,144,70.5,601+,11,601+,3.7,601+,39.1,503,24.2,n/a,n/a
Sharif University of Technology,380,29.6,501+,11.6,309,31.8,601+,7.7,23,98.3,601+,8,601+,1.3,601+,52.3,97,82,n/a,n/a
University of Hawaiʻi at Mānoa,381,29.6,501+,15.6,501+,14.3,339,45.4,291,46.1,330,55.4,601+,14.2,245,84.8,601+,10.2,n/a,n/a
Peter the Great St. Petersburg Polytechnic University,382,29.5,501+,15,501+,10.4,127,81.4,601+,3.7,601+,16.4,111,89.3,601+,45.4,601+,18.7,n/a,n/a
